,"LATITUDE",,"LONGITUDE",,"10,2141871858","22,6078228947","16,9398861703","15,8754718179","697,2426572412","343,17573225"
"{ lat: ","-4,3188",", lng:","29,8457","},",,,,,"211,2077165433","52,3868649909"
"{ lat: ","-4,3188",", lng:","29,8457","},",,,,,"175,8829565243","46,6485872584"
"{ lat: ","-3,0479",", lng:","29,4378","},",,,,,"184,5056907725","45,3329807"
"{ lat: ","-3,3691",", lng:","29,3408","},",,,,,"184,1988361721","52,2595557938"
"{ lat: ","-3,3578",", lng:","29,8369","},",,,,,"191,1551564751","51,8310307038"
"{ lat: ","-3,6117",", lng:","29,8072","},",,,,,"208,7298859845","48,1938229608"
"{ lat: ","-4,2333",", lng:","29,55","},",,,,,"18,3259950977","154,7815388819"
"{ lat: ","5,9333",", lng:","10,1667","},",,,,,"36,7416269039","178,6719542993"
"{ lat: ","4,1527",", lng:","9,241","},",,,,,"0,9114383694","72,5086803385"
"{ lat: ","11,16888",", lng:","14,09262","},",,,,,"0,1419125444","68,7559852923"
"{ lat: ","10,5909",", lng:","14,3159","},",,,,,"0,9114383694","72,5086803385"
"{ lat: ","11,16888",", lng:","14,09262","},",,,,,"0,9114383694","72,5086803385"
"{ lat: ","11,16888",", lng:","14,09262","},",,,,,"18,3259950977","154,7815388819"
"{ lat: ","5,9333",", lng:","10,1667","},",,,,,"18,3259950977","154,7815388819"
"{ lat: ","5,9333",", lng:","10,1667","},",,,,,"36,7416269039","178,6719542993"
"{ lat: ","4,1527",", lng:","9,241","},",,,,,"38,3159413606","179,3703836644"
"{ lat: ","4,0242",", lng:","9,2149","},",,,,,"36,7416269039","178,6719542993"
"{ lat: ","4,1527",", lng:","9,241","},",,,,,"40,2905935742","123,0130070662"
"{ lat: ","3,8667",", lng:","11,5167","},",,,,,"18,3259950977","154,7815388819"
"{ lat: ","5,9333",", lng:","10,1667","},",,,,,"3,4696990281","57,4143067965"
"{ lat: ","12,0769",", lng:","15,0306","},",,,,,"0,6960444998","71,5750330201"
"{ lat: ","11,04848",", lng:","14,14762","},",,,,,"18,3259950977","154,7815388819"
"{ lat: ","5,9333",", lng:","10,1667","},",,,,,"18,3259950977","154,7815388819"
"{ lat: ","5,9333",", lng:","10,1667","},",,,,,"36,7416269039","178,6719542993"
"{ lat: ","4,1527",", lng:","9,241","},",,,,,"18,3259950977","154,7815388819"
"{ lat: ","5,9333",", lng:","10,1667","},",,,,,"28,7745041645","22,1635964082"
"{ lat: ","4,85",", lng:","17,9","},",,,,,"24,0548773717","11,0915448787"
"{ lat: ","5,30961",", lng:","25,93822","},",,,,,"10,4386966254","48,463914864"
"{ lat: ","6,98329",", lng:","15,64622","},",,,,,"10,9709151751","49,4447049659"
"{ lat: ","6,90195",", lng:","15,57613","},",,,,,"10,3929327714","11,6709888169"
"{ lat: ","6,99038",", lng:","19,19154","},",,,,,"20,5008568001","53,6386747468"
"{ lat: ","5,6864",", lng:","15,28398","},",,,,,"35,5063105006","46,51639517"
"{ lat: ","4,25547",", lng:","15,78753","},",,,,,"34,24844599","16,1699118729"
"{ lat: ","4,36197",", lng:","18,58664","},",,,,,"10,9709151751","49,4447049659"
"{ lat: ","6,90195",", lng:","15,57613","},",,,,,"26,9353441941","6,3584519613"
"{ lat: ","5,02426",", lng:","25,12942","},",,,,,"10,9709151751","49,4447049659"
"{ lat: ","6,90195",", lng:","15,57613","},",,,,,"34,24844599","16,1699118729"
"{ lat: ","4,36197",", lng:","18,58664","},",,,,,"8,4867178435","18,6855874085"
"{ lat: ","7,30099",", lng:","18,28514","},",,,,,"27,6320242383","15,2674847912"
"{ lat: ","4,95757",", lng:","18,70046","},",,,,,"19,7966013931","3,8167205602"
"{ lat: ","5,76485",", lng:","20,65418","},",,,,,"19,7966013931","3,8167205602"
"{ lat: ","5,76485",", lng:","20,65418","},",,,,,"23,761112776","3,5230272476"
"{ lat: ","5,33965",", lng:","20,73085","},",,,,,"10,4386966254","48,463914864"
"{ lat: ","6,98329",", lng:","15,64622","},",,,,,"10,4386966254","48,463914864"
"{ lat: ","6,98329",", lng:","15,64622","},",,,,,"10,4386966254","48,463914864"
"{ lat: ","6,98329",", lng:","15,64622","},",,,,,"16,6076396255","3,348727597"
"{ lat: ","6,13894",", lng:","20,77787","},",,,,,"16,6076396255","3,348727597"
"{ lat: ","6,13894",", lng:","20,77787","},",,,,,"16,1359450327","3,4085759016"
"{ lat: ","6,19723",", lng:","20,76159","},",,,,,"16,6076396255","3,348727597"
"{ lat: ","6,13894",", lng:","20,77787","},",,,,,"16,6076396255","3,348727597"
"{ lat: ","6,13894",", lng:","20,77787","},",,,,,"33,8449024259","16,7064536861"
"{ lat: ","4,39655",", lng:","18,52047","},",,,,,"34,1931063883","16,1967845303"
"{ lat: ","4,3667",", lng:","18,5833","},",,,,,"34,1931063883","16,1967845303"
"{ lat: ","4,3667",", lng:","18,5833","},",,,,,"13,689535179","48,3570436259"
"{ lat: ","6,51425",", lng:","15,6539","},",,,,,"15,63464731","1,9915500586"
"{ lat: ","6,26012",", lng:","21,1966","},",,,,,"15,1880679613","1,6271627451"
"{ lat: ","6,317",", lng:","21,33222","},",,,,,"278,8070801708","0,0586497503"
"{ lat: ","-6,48333",", lng:","22,85","},",,,,,"259,5326537275","0,0361163018"
"{ lat: ","-5,89583",", lng:","22,41778","},",,,,,"265,6090664222","0,0853674608"
"{ lat: ","-6,08333",", lng:","22,9","},",,,,,"259,5326537275","0,0361163018"
"{ lat: ","-5,89583",", lng:","22,41778","},",,,,,"359,2085211669","5,6774361128"
"{ lat: ","-8,73861",", lng:","24,99056","},",,,,,"293,466267921","2,1771212177"
"{ lat: ","-6,91667",", lng:","24,08333","},",,,,,"247,2500626548","0,1163852976"
"{ lat: ","-5,51",", lng:","22,26667","},",,,,,"232,9954104438","0,0586497503"
"{ lat: ","-5,05",", lng:","22,85","},",,,,,"293,466267921","2,1771212177"
"{ lat: ","-6,91667",", lng:","24,08333","},",,,,,"248,4755481517","0,2535194051"
"{ lat: ","-5,54892",", lng:","23,11133","},",,,,,"247,2500626548","0,1163852976"
"{ lat: ","-5,51",", lng:","22,26667","},",,,,,"263,9818147036","0,1410055861"
"{ lat: ","-6,03333",", lng:","22,98333","},",,,,,"265,6090664222","0,0853674608"
"{ lat: ","-6,08333",", lng:","22,9","},",,,,,"298,6280250768","0,4327309608"
"{ lat: ","-7,06667",", lng:","21,95","},",,,,,"276,5864085875","3,2682236187"
"{ lat: ","-6,4167",", lng:","20,8","},",,,,,"248,4755481517","0,2535194051"
"{ lat: ","-5,54892",", lng:","23,11133","},",,,,,"232,9954104438","0,0586497503"
"{ lat: ","-5,05",", lng:","22,85","},",,,,,"269,4255409712","0,6014112703"
"{ lat: ","-6,2",", lng:","23,38333","},",,,,,"271,6186535795","0,4123914345"
"{ lat: ","-6,26667",", lng:","23,25","},",,,,,"259,5326537275","0,0361163018"
"{ lat: ","-5,89583",", lng:","22,41778","},",,,,,"260,9128569263","0,0145895248"
"{ lat: ","-5,93861",", lng:","22,72861","},",,,,,"262,8609534876","0,4173639414"
"{ lat: ","-5,9988",", lng:","23,25386","},",,,,,"269,2558450046","0,9262081882"
"{ lat: ","-6,19483",", lng:","23,57022","},",,,,,"38,2492423509","10,492721809"
"{ lat: ","4,02959",", lng:","25,84707","},",,,,,"204,8747703413","42,0618024124"
"{ lat: ","-4,09926",", lng:","29,09333","},",,,,,"227,6280451055","42,2425526966"
"{ lat: ","-4,87316",", lng:","29,10725","},",,,,,"161,3186317904","35,9294398716"
"{ lat: ","-2,48694",", lng:","28,60194","},",,,,,"74,7795534791","58,4028709082"
"{ lat: ","1,56667",", lng:","30,25","},",,,,,"36,8760722263","28,0039632972"
"{ lat: ","4,14162",", lng:","27,8997","},",,,,,"82,3096608378","0,989322864"
"{ lat: ","1,14172",", lng:","23,60247","},",,,,,"306,74675278","23,1250104818"
"{ lat: ","-7,3",", lng:","27,41667","},",,,,,"278,8070801708","0,0586497503"
"{ lat: ","-6,48333",", lng:","22,85","},",,,,,"278,8070801708","0,0586497503"
"{ lat: ","-6,48333",", lng:","22,85","},",,,,,"259,5326537275","0,0361163018"
"{ lat: ","-5,89583",", lng:","22,41778","},",,,,,"74,7795534791","58,4028709082"
"{ lat: ","1,56667",", lng:","30,25","},",,,,,"480,0944270003","23,7254437746"
"{ lat: ","-11,69687",", lng:","27,4787","},",,,,,"480,0944270003","23,7254437746"
"{ lat: ","-11,69687",", lng:","27,4787","},",,,,,"478,4603784744","23,6807501909"
"{ lat: ","-11,65955",", lng:","27,47411","},",,,,,"319,7250536998","30,9007811397"
"{ lat: ","-7,66667",", lng:","28,16667","},",,,,,"166,974651568","36,4575298032"
"{ lat: ","-2,70768",", lng:","28,64583","},",,,,,"248,4755481517","0,2535194051"
"{ lat: ","-5,54892",", lng:","23,11133","},",,,,,"306,74675278","23,1250104818"
"{ lat: ","-7,3",", lng:","27,41667","},",,,,,"125,4032036612","36,7871011431"
"{ lat: ","-0,98417",", lng:","28,67306","},",,,,,"94,0257423797","6,4881621492"
"{ lat: ","0,5175",", lng:","25,15501","},",,,,,"38,2492423509","10,492721809"
"{ lat: ","4,02959",", lng:","25,84707","},",,,,,"259,5326537275","0,0361163018"
"{ lat: ","-5,89583",", lng:","22,41778","},",,,,,"54,0520096604","67,7914626056"
"{ lat: ","2,86218",", lng:","30,84138","},",,,,,"54,0520096604","67,7914626056"
"{ lat: ","2,86218",", lng:","30,84138","},",,,,,"94,0257423797","6,4881621492"
"{ lat: ","0,5175",", lng:","25,15501","},",,,,,"259,5326537275","0,0361163018"
"{ lat: ","-5,89583",", lng:","22,41778","},",,,,,"297,6845454225","51,2185997248"
"{ lat: ","-7,03935",", lng:","29,76454","},",,,,,"81,0183103795","55,9178982162"
"{ lat: ","1,21317",", lng:","30,08565","},",,,,,"91,646870216","53,2607617484"
"{ lat: ","0,64095",", lng:","29,90582","},",,,,,"81,0183103795","55,9178982162"
"{ lat: ","1,21317",", lng:","30,08565","},",,,,,"36,8760722263","28,0039632972"
"{ lat: ","4,14162",", lng:","27,8997","},",,,,,"32,036813355","23,3549613112"
"{ lat: ","4,55408",", lng:","27,44052","},",,,,,"94,4318894179","47,0266380581"
"{ lat: ","0,49658",", lng:","29,46542","},",,,,,"119,92718664","49,2229525097"
"{ lat: ","-0,73694",", lng:","29,62373","},",,,,,"260,2677903511","34,0858298554"
"{ lat: ","-5,91863",", lng:","28,44613","},",,,,,"74,7795534791","58,4028709082"
"{ lat: ","1,56667",", lng:","30,25","},",,,,,"168,503432131","35,9061864608"
"{ lat: ","-2,7667",", lng:","28,6","},",,,,,"74,7795534791","58,4028709082"
"{ lat: ","1,56667",", lng:","30,25","},",,,,,"55,4665548904","25,0878480902"
"{ lat: ","2,7666",", lng:","27,6166","},",,,,,"101,6162219035","44,6375930193"
"{ lat: ","0,1337",", lng:","29,28896","},",,,,,"141,7889655306","43,9047652835"
"{ lat: ","-1,69333",", lng:","29,23389","},",,,,,"221,9351244517","9,6585631451"
"{ lat: ","-4,6833",", lng:","19,5","},",,,,,"185,2192302216","42,6404703958"
"{ lat: ","-3,39534",", lng:","29,13779","},",,,,,"255,3893944818","41,1772101517"
"{ lat: ","-5,76672",", lng:","29,02477","},",,,,,"48,9652467659","23,7705695335"
"{ lat: ","3,21667",", lng:","27,48333","},",,,,,"78,3948598941","41,3131046889"
"{ lat: ","1,3601",", lng:","29,03535","},",,,,,"296,3282404685","0,7092622766"
"{ lat: ",-7,", lng:","23,45","},",,,,,"248,5095976296","66,8228245566"
"{ lat: ","-5,55",", lng:","14,4333","},",,,,,"96,9271200135","44,055040333"
"{ lat: ","0,36903",", lng:","29,24522","},",,,,,"103,3763722305","18,8072522003"
"{ lat: ","0,04677",", lng:","18,27109","},",,,,,"127,0173446073","40,7180174019"
"{ lat: ","-1,05601",", lng:","28,98889","},",,,,,"259,5326537275","0,0361163018"
"{ lat: ","-5,89583",", lng:","22,41778","},",,,,,"261,2887062457","0,0608524506"
"{ lat: ","-5,95024",", lng:","22,36114","},",,,,,"160,8393936823","38,5946232847"
"{ lat: ","-2,46806",", lng:","28,82028","},",,,,,"129,9847890187","46,7624440659"
"{ lat: ","-1,1869",", lng:","29,44613","},",,,,,"77,0177755661","52,3728244502"
"{ lat: ","1,43821",", lng:","29,84473","},",,,,,"160,8393936823","38,5946232847"
"{ lat: ","-2,46806",", lng:","28,82028","},",,,,,"297,6845454225","51,2185997248"
"{ lat: ","-7,03935",", lng:","29,76454","},",,,,,"129,9847890187","46,7624440659"
"{ lat: ","-1,1869",", lng:","29,44613","},",,,,,"68,848791449","62,2864594608"
"{ lat: ","1,91667",", lng:","30,5","},",,,,,"116,94664449","44,7852344082"
"{ lat: ","-0,6",", lng:","29,3","},",,,,,"212,1155483837","31,0753055039"
"{ lat: ","-4,35",", lng:","17,0333","},",,,,,"68,848791449","62,2864594608"
"{ lat: ","1,91667",", lng:","30,5","},",,,,,"259,5326537275","0,0361163018"
"{ lat: ","-5,89583",", lng:","22,41778","},",,,,,"211,3879640244","53,0800095398"
"{ lat: ","-4,325",", lng:","15,32222","},",,,,,"168,5026532787","24,260620244"
"{ lat: ","-2,76667",", lng:","27,53333","},",,,,,"215,4541696746","52,6921067703"
"{ lat: ","-4,46417",", lng:","15,34889","},",,,,,"129,9847890187","46,7624440659"
"{ lat: ","-1,1869",", lng:","29,44613","},",,,,,"248,5095976296","66,8228245566"
"{ lat: ","-5,55",", lng:","14,4333","},",,,,,"215,4541696746","52,6921067703"
"{ lat: ","-4,46417",", lng:","15,34889","},",,,,,"125,3837192766","41,7170934609"
"{ lat: ","-0,9833",", lng:","29,0667","},",,,,,"248,5095976296","66,8228245566"
"{ lat: ","-5,55",", lng:","14,4333","},",,,,,"141,7889655306","43,9047652835"
"{ lat: ","-1,69333",", lng:","29,23389","},",,,,,"54,0923061674","67,5083597542"
"{ lat: ","2,85944",", lng:","30,82417","},",,,,,"280,5540307889","0,0722035084"
"{ lat: ","-6,53556",", lng:","22,87653","},",,,,,"124,9858527607","42,3665225982"
"{ lat: ","-0,96552",", lng:","29,11678","},",,,,,"120,7591580522","42,4749008668"
"{ lat: ","-0,77486",", lng:","29,1251","},",,,,,"280,5540307889","0,0722035084"
"{ lat: ","-6,53556",", lng:","22,87653","},",,,,,"264,5237848154","18,5664219083"
"{ lat: ","-6,05",", lng:","26,9167","},",,,,,"260,8611705353","43,1741918632"
"{ lat: ","-5,93701",", lng:","29,17853","},",,,,,"74,7795534791","58,4028709082"
"{ lat: ","1,56667",", lng:","30,25","},",,,,,"101,6162219035","44,6375930193"
"{ lat: ","0,1337",", lng:","29,28896","},",,,,,"135,5416866909","29,864225994"
"{ lat: ","-1,42805",", lng:","28,07264","},",,,,,"141,7889655306","43,9047652835"
"{ lat: ","-1,69333",", lng:","29,23389","},",,,,,"278,8070801708","0,0586497503"
"{ lat: ","-6,48333",", lng:","22,85","},",,,,,"278,8070801708","0,0586497503"
"{ lat: ","-6,48333",", lng:","22,85","},",,,,,"166,974651568","36,4575298032"
"{ lat: ","-2,70768",", lng:","28,64583","},",,,,,"437,5377404906","125,2299111966"
"{ lat: ","31,13159",", lng:","33,79844","},",,,,,"390,1605773244","74,6872251187"
"{ lat: ","29,96667",", lng:","31,25","},",,,,,"192,5609382595","105,9169709771"
"{ lat: ","24,09082",", lng:","32,89942","},",,,,,"393,4146423391","74,3610804998"
"{ lat: ","30,04887",", lng:","31,23111","},",,,,,"444,0971570419","135,2354343202"
"{ lat: ","31,2878",", lng:","34,2369","},",,,,,"390,438741844","98,3755929799"
"{ lat: ","29,97371",", lng:","32,52627","},",,,,,"366,4472824387","64,5753208509"
"{ lat: ","29,357",", lng:","30,6437","},",,,,,"389,3618011226","69,0402637975"
"{ lat: ","29,94644",", lng:","30,91687","},",,,,,"410,1711611717","124,9131934258"
"{ lat: ","30,46687",", lng:","33,78428","},",,,,,"387,9092859209","124,1102301329"
"{ lat: ","29,9096",", lng:","33,7483","},",,,,,"371,6336813423","150,9924152695"
"{ lat: ","29,49199",", lng:","34,89572","},",,,,,"364,6481574554","67,79837897"
"{ lat: ","29,30995",", lng:","30,8418","},",,,,,"437,2629289825","123,9300426614"
"{ lat: ","31,12502",", lng:","33,74021","},",,,,,"437,5377404906","125,2299111966"
"{ lat: ","31,13159",", lng:","33,79844","},",,,,,"311,5017726853","136,4288732557"
"{ lat: ","27,8636",", lng:","34,2881","},",,,,,"441,0887426595","132,3171019306"
"{ lat: ","31,2163",", lng:","34,11074","},",,,,,"437,5377404906","125,2299111966"
"{ lat: ","31,13159",", lng:","33,79844","},",,,,,"437,5377404906","125,2299111966"
"{ lat: ","31,13159",", lng:","33,79844","},",,,,,"437,5377404906","125,2299111966"
"{ lat: ","31,13159",", lng:","33,79844","},",,,,,"228,3079542633","63,539983291"
"{ lat: ","25,32405",", lng:","30,57902","},",,,,,"437,5377404906","125,2299111966"
"{ lat: ","31,13159",", lng:","33,79844","},",,,,,"444,0971570419","135,2354343202"
"{ lat: ","31,2878",", lng:","34,2369","},",,,,,"393,4146423391","74,3610804998"
"{ lat: ","30,04887",", lng:","31,23111","},",,,,,"410,1711611717","124,9131934258"
"{ lat: ","30,46687",", lng:","33,78428","},",,,,,"410,1711611717","124,9131934258"
"{ lat: ","30,46687",", lng:","33,78428","},",,,,,"440,324596993","53,4562351754"
"{ lat: ","31,1981",", lng:","29,9192","},",,,,,"394,5345109475","75,3091958065"
"{ lat: ","30,07708",", lng:","31,28591","},",,,,,"410,1711611717","124,9131934258"
"{ lat: ","30,46687",", lng:","33,78428","},",,,,,"444,0971570419","135,2354343202"
"{ lat: ","31,2878",", lng:","34,2369","},",,,,,"437,5377404906","125,2299111966"
"{ lat: ","31,13159",", lng:","33,79844","},",,,,,"410,1711611717","124,9131934258"
"{ lat: ","30,46687",", lng:","33,78428","},",,,,,"437,5377404906","125,2299111966"
"{ lat: ","31,13159",", lng:","33,79844","},",,,,,"437,5377404906","125,2299111966"
"{ lat: ","31,13159",", lng:","33,79844","},",,,,,"287,8713797279","73,5453250899"
"{ lat: ","27,18096",", lng:","31,18368","},",,,,,"436,8147156454","69,4271750504"
"{ lat: ","31,1143",", lng:","30,94012","},",,,,,"437,5377404906","125,2299111966"
"{ lat: ","31,13159",", lng:","33,79844","},",,,,,"440,324596993","53,4562351754"
"{ lat: ","31,1981",", lng:","29,9192","},",,,,,"392,3034957014","74,0652516295"
"{ lat: ","30,02084",", lng:","31,21394","},",,,,,"444,0971570419","135,2354343202"
"{ lat: ","31,2878",", lng:","34,2369","},",,,,,"437,5377404906","125,2299111966"
"{ lat: ","31,13159",", lng:","33,79844","},",,,,,"437,5377404906","125,2299111966"
"{ lat: ","31,13159",", lng:","33,79844","},",,,,,"432,1788959955","126,4760496363"
"{ lat: ","31,0031",", lng:","33,85398","},",,,,,"437,5377404906","125,2299111966"
"{ lat: ","31,13159",", lng:","33,79844","},",,,,,"437,5377404906","125,2299111966"
"{ lat: ","31,13159",", lng:","33,79844","},",,,,,"437,5377404906","125,2299111966"
"{ lat: ","31,13159",", lng:","33,79844","},",,,,,"437,2629289825","123,9300426614"
"{ lat: ","31,12502",", lng:","33,74021","},",,,,,"437,5377404906","125,2299111966"
"{ lat: ","31,13159",", lng:","33,79844","},",,,,,"437,5377404906","125,2299111966"
"{ lat: ","31,13159",", lng:","33,79844","},",,,,,"444,0971570419","135,2354343202"
"{ lat: ","31,2878",", lng:","34,2369","},",,,,,"415,0792094494","79,1063863798"
"{ lat: ","30,58768",", lng:","31,502","},",,,,,"437,5377404906","125,2299111966"
"{ lat: ","31,13159",", lng:","33,79844","},",,,,,"3,8580313009","143,4120518987"
"{ lat: ","8,25",", lng:","34,5833","},",,,,,"6,9214095322","141,4238763029"
"{ lat: ","7,58333",", lng:","34,5","},",,,,,"3,8580313009","143,4120518987"
"{ lat: ","8,25",", lng:","34,5833","},",,,,,"24,313352587","200,4729513502"
"{ lat: ","5,28333",", lng:","36,76667","},",,,,,"24,313352587","200,4729513502"
"{ lat: ","5,28333",", lng:","36,76667","},",,,,,"24,313352587","200,4729513502"
"{ lat: ","5,28333",", lng:","36,76667","},",,,,,"24,313352587","200,4729513502"
"{ lat: ","5,28333",", lng:","36,76667","},",,,,,"24,313352587","200,4729513502"
"{ lat: ","5,28333",", lng:","36,76667","},",,,,,"10,4386320075","168,3630061092"
"{ lat: ","6,9833",", lng:","35,5833","},",,,,,"24,313352587","200,4729513502"
"{ lat: ","5,28333",", lng:","36,76667","},",,,,,"24,313352587","200,4729513502"
"{ lat: ","5,28333",", lng:","36,76667","},",,,,,"24,313352587","200,4729513502"
"{ lat: ","5,28333",", lng:","36,76667","},",,,,,"0,8447683652","289,8668706618"
"{ lat: ","11,1333",", lng:","39,6333","},",,,,,"24,313352587","200,4729513502"
"{ lat: ","5,28333",", lng:","36,76667","},",,,,,"3,8580313009","143,4120518987"
"{ lat: ","8,25",", lng:","34,5833","},",,,,,"24,313352587","200,4729513502"
"{ lat: ","5,28333",", lng:","36,76667","},",,,,,"10,4386320075","168,3630061092"
"{ lat: ","6,9833",", lng:","35,5833","},",,,,,"24,313352587","200,4729513502"
"{ lat: ","5,28333",", lng:","36,76667","},",,,,,"24,313352587","200,4729513502"
"{ lat: ","5,28333",", lng:","36,76667","},",,,,,"13,0616984686","319,5333967603"
"{ lat: ","6,60009",", lng:","40,48332","},",,,,,"9,5749845064","302,731711924"
"{ lat: ","7,11984",", lng:","40,00701","},",,,,,"10,4384381552","320,1300015661"
"{ lat: ","6,98333",", lng:","40,5","},",,,,,"13,0616984686","319,5333967603"
"{ lat: ","6,60009",", lng:","40,48332","},",,,,,"0,2047406971","149,4630239808"
"{ lat: ","10,66667",", lng:","34,83333","},",,,,,"5,6921027843","220,7862288293"
"{ lat: ","12,6",", lng:","37,4667","},",,,,,"5,6921027843","220,7862288293"
"{ lat: ","12,6",", lng:","37,4667","},",,,,,"0,02175247","142,2170041882"
"{ lat: ","10,0667",", lng:","34,5333","},",,,,,"0,02175247","142,2170041882"
"{ lat: ","10,0667",", lng:","34,5333","},",,,,,"6,4898438121","202,3650524019"
"{ lat: ","7,66667",", lng:","36,83333","},",,,,,"1,8158025661","261,6470301124"
"{ lat: ","8,86667",", lng:","38,78333","},",,,,,"1,2788379747","333,3854976134"
"{ lat: ","9,08333",", lng:","40,86667","},",,,,,"23,9856745854","288,1678414808"
"{ lat: ","5,31667",", lng:","39,58333","},",,,,,"9,5749845064","302,731711924"
"{ lat: ","7,11984",", lng:","40,00701","},",,,,,"28,418358188","239,4903916355"
"{ lat: ","4,8833",", lng:","38,0833","},",,,,,"5,6921027843","220,7862288293"
"{ lat: ","12,6",", lng:","37,4667","},",,,,,"0,7759093818","183,8423348239"
"{ lat: ","9,33333",", lng:","36,16667","},",,,,,"5,6921027843","220,7862288293"
"{ lat: ","12,6",", lng:","37,4667","},",,,,,"5,6921027843","220,7862288293"
"{ lat: ","12,6",", lng:","37,4667","},",,,,,"12,2675960135","214,3933503819"
"{ lat: ","13,7167",", lng:","37,25","},",,,,,"15,7147800442","226,7688761397"
"{ lat: ","6,25",", lng:","37,66667","},",,,,,"2,8252808791","148,6491825661"
"{ lat: ","8,53333",", lng:","34,8","},",,,,,"3,8580313009","143,4120518987"
"{ lat: ","8,25",", lng:","34,5833","},",,,,,"5,6921027843","220,7862288293"
"{ lat: ","12,6",", lng:","37,4667","},",,,,,"5,6921027843","220,7862288293"
"{ lat: ","12,6",", lng:","37,4667","},",,,,,"7,5761616423","184,7472784608"
"{ lat: ","12,96667",", lng:","36,2","},",,,,,"1,3944236933","258,9581639872"
"{ lat: ","9,03333",", lng:","38,7","},",,,,,"1,2788379747","333,3854976134"
"{ lat: ","9,08333",", lng:","40,86667","},",,,,,"1,3167956918","257,8865703502"
"{ lat: ","9,06667",", lng:","38,66667","},",,,,,"44,1562533999","271,4423343756"
"{ lat: ","3,56917",", lng:","39,08333","},",,,,,"1,2789058271","194,3843024345"
"{ lat: ","9,0833",", lng:","36,55","},",,,,,"2,6286369908","341,1105029456"
"{ lat: ","8,59288",", lng:","41,077","},",,,,,"0,2047406971","149,4630239808"
"{ lat: ","10,66667",", lng:","34,83333","},",,,,,"4,4205601338","231,8151530829"
"{ lat: ","12,3167",", lng:","37,8333","},",,,,,"4,4205601338","231,8151530829"
"{ lat: ","12,3167",", lng:","37,8333","},",,,,,"1,5150094119","308,3141651977"
"{ lat: ","8,98333",", lng:","40,1667","},",,,,,"0,7468194921","391,7302745661"
"{ lat: ","9,35",", lng:","42,4","},",,,,,"0,7468194921","391,7302745661"
"{ lat: ","9,35",", lng:","42,4","},",,,,,"9,802266718","309,4846953029"
"{ lat: ","7,08333",", lng:","40,2","},",,,,,"96,5126890346","173,0125338478"
"{ lat: ","0,3901",", lng:","9,4544","},",,,,,"96,5126890346","173,0125338478"
"{ lat: ","0,3901",", lng:","9,4544","},",,,,,"10,4905562178","1535,4895303648"
"{ lat: ","13,4531",", lng:","-16,5775","},",,,,,"10,4905562178","1535,4895303648"
"{ lat: ","13,4531",", lng:","-16,5775","},",,,,,"10,4905562178","1535,4895303648"
"{ lat: ","13,4531",", lng:","-16,5775","},",,,,,"11,2393421692","1459,8377303556"
"{ lat: ","13,5667",", lng:","-15,6","},",,,,,"10,4905562178","1535,4895303648"
"{ lat: ","13,4531",", lng:","-16,5775","},",,,,,"10,4905562178","1535,4895303648"
"{ lat: ","13,4531",", lng:","-16,5775","},",,,,,"10,4905562178","1535,4895303648"
"{ lat: ","13,4531",", lng:","-16,5775","},",,,,,"21,8750510021","543,2471496147"
"{ lat: ","5,53711",", lng:","-0,69984","},",,,,,"1,8358547775","508,434982794"
"{ lat: ","8,85925",", lng:","0,05932","},",,,,,"12,9421299023","567,6064616914"
"{ lat: ","6,61667",", lng:","-1,21667","},",,,,,"21,6985215311","520,0553863057"
"{ lat: ","5,55602",", lng:","-0,1969","},",,,,,"0,4192785059","1073,074960803"
"{ lat: ","9,56667",", lng:","-10,15","},",,,,,"0,4971479396","1319,1440630742"
"{ lat: ","9,5091",", lng:","-13,7122","},",,,,,"0,4971479396","1319,1440630742"
"{ lat: ","9,5091",", lng:","-13,7122","},",,,,,"0,3980186412","1314,6297210661"
"{ lat: ","9,5833",", lng:","-13,65","},",,,,,"0,4971479396","1319,1440630742"
"{ lat: ","9,5091",", lng:","-13,7122","},",,,,,"6,405238095","763,1142651618"
"{ lat: ","7,68333",", lng:","-5,0167","},",,,,,"11,1520410852","844,4698194983"
"{ lat: ","6,87472",", lng:","-6,45194","},",,,,,"0,583982055","797,5627168239"
"{ lat: ","9,45",", lng:","-5,63333","},",,,,,"9,9545751501","706,0139434781"
"{ lat: ","7,0591",", lng:","-3,9631","},",,,,,"7,8493950536","909,7253053426"
"{ lat: ","7,41251",", lng:","-7,55383","},",,,,,"0,5027904555","910,3588103034"
"{ lat: ","9,50511",", lng:","-7,56433","},",,,,,"23,746881259","709,471855736"
"{ lat: ","5,34111",", lng:","-4,02809","},",,,,,"6,405238095","763,1142651618"
"{ lat: ","7,68333",", lng:","-5,0167","},",,,,,"23,746881259","709,471855736"
"{ lat: ","5,34111",", lng:","-4,02809","},",,,,,"6,405238095","763,1142651618"
"{ lat: ","7,68333",", lng:","-5,0167","},",,,,,"11,1520410852","844,4698194983"
"{ lat: ","6,87472",", lng:","-6,45194","},",,,,,"22,4598951823","695,4820092401"
"{ lat: ","5,475",", lng:","-3,76417","},",,,,,"23,746881259","709,471855736"
"{ lat: ","5,34111",", lng:","-4,02809","},",,,,,"11,1520410852","844,4698194983"
"{ lat: ","6,87472",", lng:","-6,45194","},",,,,,"6,405238095","763,1142651618"
"{ lat: ","7,68333",", lng:","-5,0167","},",,,,,"0,583982055","797,5627168239"
