,"LATITUDE",,"LONGITUDE",,"10,2141871858","22,6078228947","16,9398861703","15,8754718179","697,2426572412","343,17573225"
"{ lat: ","9,45",", lng:","-5,63333","},",,,,,"23,746881259","709,471855736"
"{ lat: ","5,34111",", lng:","-4,02809","},",,,,,"4,7247855615","645,4924218621"
"{ lat: ","8,04053",", lng:","-2,79872","},",,,,,"0,5027904555","910,3588103034"
"{ lat: ","9,50511",", lng:","-7,56433","},",,,,,"6,405238095","763,1142651618"
"{ lat: ","7,68333",", lng:","-5,0167","},",,,,,"23,746881259","709,471855736"
"{ lat: ","5,34111",", lng:","-4,02809","},",,,,,"6,405238095","763,1142651618"
"{ lat: ","7,68333",", lng:","-5,0167","},",,,,,"11,543123028","777,9164097976"
"{ lat: ","6,81667",", lng:","-5,28333","},",,,,,"23,746881259","709,471855736"
"{ lat: ","5,34111",", lng:","-4,02809","},",,,,,"4,7247855615","645,4924218621"
"{ lat: ","8,04053",", lng:","-2,79872","},",,,,,"6,405238095","763,1142651618"
"{ lat: ","7,68333",", lng:","-5,0167","},",,,,,"11,1520410852","844,4698194983"
"{ lat: ","6,87472",", lng:","-6,45194","},",,,,,"12,7034302956","745,7171912503"
"{ lat: ","6,65",", lng:","-4,7","},",,,,,"7,8493950536","909,7253053426"
"{ lat: ","7,41251",", lng:","-7,55383","},",,,,,"11,543123028","777,9164097976"
"{ lat: ","6,81667",", lng:","-5,28333","},",,,,,"11,543123028","777,9164097976"
"{ lat: ","6,81667",", lng:","-5,28333","},",,,,,"23,746881259","709,471855736"
"{ lat: ","5,34111",", lng:","-4,02809","},",,,,,"23,746881259","709,471855736"
"{ lat: ","5,34111",", lng:","-4,02809","},",,,,,"6,405238095","763,1142651618"
"{ lat: ","7,68333",", lng:","-5,0167","},",,,,,"10,286434511","904,9762333161"
"{ lat: ","7,00694",", lng:","-7,475","},",,,,,"24,2836778868","671,4241204385"
"{ lat: ","5,28634",", lng:","-3,30403","},",,,,,"0,0712691442","841,8564658378"
"{ lat: ","10,48115",", lng:","-6,40694","},",,,,,"24,2836778868","671,4241204385"
"{ lat: ","5,28634",", lng:","-3,30403","},",,,,,"114,0040345574","208,2028834399"
"{ lat: ","-0,46308",", lng:","37,03706","},",,,,,"127,5200409923","175,6233785662"
"{ lat: ","-1,07829",", lng:","35,86012","},",,,,,"98,2197383678","134,4110300957"
"{ lat: ","0,3036",", lng:","34,2014","},",,,,,"127,5200409923","175,6233785662"
"{ lat: ","-1,07829",", lng:","35,86012","},",,,,,"127,5200409923","175,6233785662"
"{ lat: ","-1,07829",", lng:","35,86012","},",,,,,"117,6686290967","158,5629242503"
"{ lat: ","-0,63333",", lng:","35,2","},",,,,,"116,225372346","151,5084555925"
"{ lat: ","-0,5666",", lng:","34,9167","},",,,,,"95,9913430065","200,0011732766"
"{ lat: ","0,41667",", lng:","36,75","},",,,,,"105,6960244753","147,4324648556"
"{ lat: ","-0,06667",", lng:","34,75","},",,,,,"105,6960244753","147,4324648556"
"{ lat: ","-0,06667",", lng:","34,75","},",,,,,"39,4190246342","370,4234166056"
"{ lat: ","3,93573",", lng:","41,85421","},",,,,,"132,1929014383","201,8913360607"
"{ lat: ","-1,28333",", lng:","36,81667","},",,,,,"97,2110650917","224,2313707159"
"{ lat: ","0,35462",", lng:","37,58218","},",,,,,"202,5153039281","289,8668706618"
"{ lat: ","-4,0166",", lng:","39,6333","},",,,,,"131,4287342528","204,2691848536"
"{ lat: ","-1,25005",", lng:","36,9001","},",,,,,"107,7621959124","215,8600680924"
"{ lat: ","-0,16667",", lng:","37,3","},",,,,,"44,7397402416","356,8795950172"
"{ lat: ","3,52541",", lng:","41,49908","},",,,,,"132,1929014383","201,8913360607"
"{ lat: ","-1,28333",", lng:","36,81667","},",,,,,"97,9602525935","192,992584724"
"{ lat: ","0,3167",", lng:","36,5","},",,,,,"118,7558808153","147,8375629292"
"{ lat: ","-0,68333",", lng:","34,76667","},",,,,,"96,9158968592","191,5776300126"
"{ lat: ","0,3696",", lng:","36,44898","},",,,,,"132,5765065501","291,0052880925"
"{ lat: ","-1,3",", lng:","39,6667","},",,,,,"104,4571318607","184,0213551657"
"{ lat: ","-0,00624",", lng:","36,17327","},",,,,,"124,7362228711","154,6890955021"
"{ lat: ","-0,95435",", lng:","35,04523","},",,,,,"124,7362228711","154,6890955021"
"{ lat: ","-0,95435",", lng:","35,04523","},",,,,,"8,8755562882","998,0685474307"
"{ lat: ","7,235",", lng:","-8,9844","},",,,,,"18,7782445022","1066,3113345883"
"{ lat: ","5,8808",", lng:","-10,0466","},",,,,,"14,7615571018","1115,3417680424"
"{ lat: ","6,37211",", lng:","-10,78891","},",,,,,"10,3309992655","1028,9867216661"
"{ lat: ",7,", lng:","-9,47","},",,,,,"15,2426775819","1116,0826305661"
"{ lat: ","6,31",", lng:","-10,8","},",,,,,"15,2426775819","1116,0826305661"
"{ lat: ","6,31",", lng:","-10,8","},",,,,,"15,2426775819","1116,0826305661"
"{ lat: ","6,31",", lng:","-10,8","},",,,,,"15,2426775819","1116,0826305661"
"{ lat: ","6,31",", lng:","-10,8","},",,,,,"15,2426775819","1116,0826305661"
"{ lat: ","6,31",", lng:","-10,8","},",,,,,"9,9313672508","1009,0884697318"
"{ lat: ","7,06278",", lng:","-9,15833","},",,,,,"18,7851785617","1066,533396224"
"{ lat: ","5,88",", lng:","-10,05","},",,,,,"9,9313672508","1009,0884697318"
"{ lat: ","7,06278",", lng:","-9,15833","},",,,,,"12,4372403733","1077,1046733392"
"{ lat: ","6,68754",", lng:","-10,21145","},",,,,,"514,3058720977","88,8838445345"
"{ lat: ","32,8925",", lng:","13,18","},",,,,,"514,3058720977","88,8838445345"
"{ lat: ","32,8925",", lng:","13,18","},",,,,,"357,6884364696","44,3569705685"
"{ lat: ","29,12684",", lng:","15,94772","},",,,,,"288,7808372483","63,6877880143"
"{ lat: ","27,20774",", lng:","14,62736","},",,,,,"283,0292375294","66,904267605"
"{ lat: ","27,03766",", lng:","14,42832","},",,,,,"360,3874270249","43,6486552735"
"{ lat: ","29,19806",", lng:","16,00111","},",,,,,"440,7788059387","36,2303219534"
"{ lat: ","31,20892",", lng:","16,58866","},",,,,,"480,5575468071","6,3975754792"
"{ lat: ","32,13581",", lng:","20,07848","},",,,,,"475,8878033043","6,71671656"
"{ lat: ","32,02904",", lng:","20,01616","},",,,,,"478,8496188802","6,3148317335"
"{ lat: ","32,09682",", lng:","20,09489","},",,,,,"508,1829181476","97,6180140335"
"{ lat: ","32,7571",", lng:","12,72764","},",,,,,"432,8323304402","3,0353406149"
"{ lat: ","31,01881",", lng:","20,8656","},",,,,,"508,1829181476","97,6180140335"
"{ lat: ","32,7571",", lng:","12,72764","},",,,,,"464,0764115534","74,1941548282"
"{ lat: ","31,75662",", lng:","13,99422","},",,,,,"354,1601362604","1,1189892766"
"{ lat: ","29,03333",", lng:","21,55","},",,,,,"514,3058720977","88,8838445345"
"{ lat: ","32,8925",", lng:","13,18","},",,,,,"464,0764115534","74,1941548282"
"{ lat: ","31,75662",", lng:","13,99422","},",,,,,"514,3058720977","88,8838445345"
"{ lat: ","32,8925",", lng:","13,18","},",,,,,"514,3058720977","88,8838445345"
"{ lat: ","32,8925",", lng:","13,18","},",,,,,"514,3058720977","88,8838445345"
"{ lat: ","32,8925",", lng:","13,18","},",,,,,"479,7621213214","6,1431748811"
"{ lat: ","32,11766",", lng:","20,12928","},",,,,,"475,8878033043","6,71671656"
"{ lat: ","32,02904",", lng:","20,01616","},",,,,,"480,5575468071","6,3975754792"
"{ lat: ","32,13581",", lng:","20,07848","},",,,,,"475,8878033043","6,71671656"
"{ lat: ","32,02904",", lng:","20,01616","},",,,,,"475,8878033043","6,71671656"
"{ lat: ","32,02904",", lng:","20,01616","},",,,,,"475,8878033043","6,71671656"
"{ lat: ","32,02904",", lng:","20,01616","},",,,,,"513,1349776466","90,0819832713"
"{ lat: ","32,86667",", lng:","13,11667","},",,,,,"475,8878033043","6,71671656"
"{ lat: ","32,02904",", lng:","20,01616","},",,,,,"475,8878033043","6,71671656"
"{ lat: ","32,02904",", lng:","20,01616","},",,,,,"479,7621213214","6,1431748811"
"{ lat: ","32,11766",", lng:","20,12928","},",,,,,"508,631170058","0,0008333098"
"{ lat: ","32,76704",", lng:","22,63669","},",,,,,"475,8878033043","6,71671656"
"{ lat: ","32,02904",", lng:","20,01616","},",,,,,"508,631170058","0,0008333098"
"{ lat: ","32,76704",", lng:","22,63669","},",,,,,"513,2731670943","90,2508150018"
"{ lat: ","32,86972",", lng:","13,10778","},",,,,,"464,0764115534","74,1941548282"
"{ lat: ","31,75662",", lng:","13,99422","},",,,,,"475,8878033043","6,71671656"
"{ lat: ","32,02904",", lng:","20,01616","},",,,,,"440,7788059387","36,2303219534"
"{ lat: ","31,20892",", lng:","16,58866","},",,,,,"475,8878033043","6,71671656"
"{ lat: ","32,02904",", lng:","20,01616","},",,,,,"283,0292375294","66,904267605"
"{ lat: ","27,03766",", lng:","14,42832","},",,,,,"478,8496188802","6,3148317335"
"{ lat: ","32,09682",", lng:","20,09489","},",,,,,"514,2700409876","88,6208146009"
"{ lat: ","32,89171",", lng:","13,19396","},",,,,,"475,8878033043","6,71671656"
"{ lat: ","32,02904",", lng:","20,01616","},",,,,,"475,8878033043","6,71671656"
"{ lat: ","32,02904",", lng:","20,01616","},",,,,,"475,8878033043","6,71671656"
"{ lat: ","32,02904",", lng:","20,01616","},",,,,,"283,0292375294","66,904267605"
"{ lat: ","27,03766",", lng:","14,42832","},",,,,,"479,7621213214","6,1431748811"
"{ lat: ","32,11766",", lng:","20,12928","},",,,,,"475,8878033043","6,71671656"
"{ lat: ","32,02904",", lng:","20,01616","},",,,,,"475,8878033043","6,71671656"
"{ lat: ","32,02904",", lng:","20,01616","},",,,,,"475,8878033043","6,71671656"
"{ lat: ","32,02904",", lng:","20,01616","},",,,,,"440,7788059387","36,2303219534"
"{ lat: ","31,20892",", lng:","16,58866","},",,,,,"475,8878033043","6,71671656"
"{ lat: ","32,02904",", lng:","20,01616","},",,,,,"513,1349776466","90,0819832713"
"{ lat: ","32,86667",", lng:","13,11667","},",,,,,"507,6375260675","79,0867455111"
"{ lat: ","32,745",", lng:","13,71475","},",,,,,"507,6375260675","79,0867455111"
"{ lat: ","32,745",", lng:","13,71475","},",,,,,"514,2700409876","88,6208146009"
"{ lat: ","32,89171",", lng:","13,19396","},",,,,,"514,3058720977","88,8838445345"
"{ lat: ","32,8925",", lng:","13,18","},",,,,,"505,0623739775","88,9990898624"
"{ lat: ","32,68778",", lng:","13,17389","},",,,,,"478,2716542253","1,8729759216"
"{ lat: ","32,08361",", lng:","23,97639","},",,,,,"475,8878033043","6,71671656"
"{ lat: ","32,02904",", lng:","20,01616","},",,,,,"475,8878033043","6,71671656"
"{ lat: ","32,02904",", lng:","20,01616","},",,,,,"505,0623739775","88,9990898624"
"{ lat: ","32,68778",", lng:","13,17389","},",,,,,"505,0623739775","88,9990898624"
"{ lat: ","32,68778",", lng:","13,17389","},",,,,,"513,8147771311","85,6969163023"
"{ lat: ","32,88167",", lng:","13,35056","},",,,,,"475,8878033043","6,71671656"
"{ lat: ","32,02904",", lng:","20,01616","},",,,,,"475,8878033043","6,71671656"
"{ lat: ","32,02904",", lng:","20,01616","},",,,,,"510,9630953862","91,9787048267"
"{ lat: ","32,81868",", lng:","13,01727","},",,,,,"475,8878033043","6,71671656"
"{ lat: ","32,02904",", lng:","20,01616","},",,,,,"510,9630953862","91,9787048267"
"{ lat: ","32,81868",", lng:","13,01727","},",,,,,"440,7788059387","36,2303219534"
"{ lat: ","31,20892",", lng:","16,58866","},",,,,,"512,1102383914","88,6835220167"
"{ lat: ","32,84404",", lng:","13,19063","},",,,,,"510,9630953862","91,9787048267"
"{ lat: ","32,81868",", lng:","13,01727","},",,,,,"511,492629732","0,57421976"
"{ lat: ","32,83039",", lng:","21,85005","},",,,,,"514,3058720977","88,8838445345"
"{ lat: ","32,8925",", lng:","13,18","},",,,,,"510,9630953862","91,9787048267"
"{ lat: ","32,81868",", lng:","13,01727","},",,,,,"514,3058720977","88,8838445345"
"{ lat: ","32,8925",", lng:","13,18","},",,,,,"512,3800217585","89,1353679818"
"{ lat: ","32,85",", lng:","13,16667","},",,,,,"510,7212559356","87,2001656727"
"{ lat: ","32,81333",", lng:","13,26972","},",,,,,"513,8147771311","85,6969163023"
"{ lat: ","32,88167",", lng:","13,35056","},",,,,,"514,3058720977","88,8838445345"
"{ lat: ","32,8925",", lng:","13,18","},",,,,,"514,3058720977","88,8838445345"
"{ lat: ","32,8925",", lng:","13,18","},",,,,,"357,6884364696","44,3569705685"
"{ lat: ","29,12684",", lng:","15,94772","},",,,,,"514,3058720977","88,8838445345"
"{ lat: ","32,8925",", lng:","13,18","},",,,,,"391,4783887177","28,7062661714"
"{ lat: ",30,", lng:","17,25","},",,,,,"440,7788059387","36,2303219534"
"{ lat: ","31,20892",", lng:","16,58866","},",,,,,"1107,6154550231","528,6402080398"
"{ lat: ","-23,06667",", lng:","45,6","},",,,,,"847,9853017373","619,6204810398"
"{ lat: ","-18,906",", lng:","47,5","},",,,,,"672,4109102438","562,1108535925"
"{ lat: ","-15,7167",", lng:","46,3167","},",,,,,"849,8850007018","620,4521586451"
"{ lat: ","-18,9386",", lng:","47,5167","},",,,,,"1185,4839265505","515,6917368502"
"{ lat: ","-24,21667",", lng:","45,31667","},",,,,,"711,8681401702","581,236508745"
"{ lat: ","-16,46667",", lng:","46,71667","},",,,,,"799,6298547958","458,8886784358"
"{ lat: ","-18,06354",", lng:","44,02951","},",,,,,"711,8681401702","581,236508745"
"{ lat: ","-16,46667",", lng:","46,71667","},",,,,,"1126,5392219717","624,8453648292"
"{ lat: ","-23,34977",", lng:","47,60473","},",,,,,"907,1654367346","604,6202539834"
"{ lat: ","-19,905",", lng:","47,19685","},",,,,,"894,7311650879","481,2779107927"
"{ lat: ","-19,69787",", lng:","44,54587","},",,,,,"1126,5392219717","624,8453648292"
"{ lat: ","-23,34977",", lng:","47,60473","},",,,,,"726,9660087826","478,6152535405"
"{ lat: ","-16,74812",", lng:","44,4851","},",,,,,"1047,3512889467","645,2985443845"
"{ lat: ","-22,14862",", lng:","48,01055","},",,,,,"814,0098117578","600,6835864292"
"{ lat: ","-18,31667",", lng:","47,11667","},",,,,,"856,3926516468","517,2066194872"
"{ lat: ","-19,05",", lng:","45,35","},",,,,,"906,8642698627","686,0301415135"
"{ lat: ","-19,9",", lng:","48,8","},",,,,,"1096,5493929776","480,7265462934"
"{ lat: ","-22,9",", lng:","44,5333","},",,,,,"907,1654367346","604,6202539834"
"{ lat: ","-19,905",", lng:","47,19685","},",,,,,"989,9950752644","615,4788946923"
"{ lat: ","-21,25",", lng:","47,41667","},",,,,,"848,6068403807","617,9622794029"
"{ lat: ","-18,91667",", lng:","47,46667","},",,,,,"907,1654367346","604,6202539834"
"{ lat: ","-19,905",", lng:","47,19685","},",,,,,"675,869339977","153,5660534082"
"{ lat: ","-15,7833",", lng:",35,"},",,,,,"675,869339977","153,5660534082"
"{ lat: ","-15,7833",", lng:",35,"},",,,,,"675,869339977","153,5660534082"
"{ lat: ","-15,7833",", lng:",35,"},",,,,,"626,5453133093","144,6120996092"
"{ lat: ","-14,8167",", lng:","34,6333","},",,,,,"18,3084102517","718,34843125"
"{ lat: ","14,49302",", lng:","-4,1942","},",,,,,"21,867901536","594,0354707715"
"{ lat: ","14,8905",", lng:","-1,76502","},",,,,,"20,4178617645","825,3969776084"
"{ lat: ","14,7328",", lng:","-6,1219","},",,,,,"19,9434840913","819,3232371093"
"{ lat: ","14,68",", lng:","-6,016","},",,,,,"22,9040042924","653,2023111187"
"{ lat: ",15,", lng:","-2,95","},",,,,,"43,8333085124","632,0056672242"
"{ lat: ","16,83486",", lng:","-2,5319","},",,,,,"43,8333085124","632,0056672242"
"{ lat: ","16,83486",", lng:","-2,5319","},",,,,,"23,1157371549","590,7992771706"
"{ lat: ","15,02207",", lng:","-1,69854","},",,,,,"14,4588755521","720,4474887186"
"{ lat: ","14,01667",", lng:","-4,23333","},",,,,,"42,93542418","656,6161735829"
"{ lat: ","16,7667",", lng:","-3,0167","},",,,,,"19,9434840913","819,3232371093"
"{ lat: ","14,68",", lng:","-6,016","},",,,,,"100,8805863757","467,3086491353"
"{ lat: ","20,25812",", lng:","0,9905","},",,,,,"21,7023938366","606,8247377329"
"{ lat: ","14,87277",", lng:","-2,02599","},",,,,,"26,2831842791","479,2212615925"
"{ lat: ","15,3409",", lng:","0,7167","},",,,,,"5,9331840657","936,8388223556"
"{ lat: ","12,65",", lng:",-8,"},",,,,,"15,4193091287","763,1275249904"
"{ lat: ","14,14093",", lng:","-5,01694","},",,,,,"31,4207649257","571,160427444"
"{ lat: ","15,81961",", lng:","-1,29114","},",,,,,"42,93542418","656,6161735829"
"{ lat: ","16,7667",", lng:","-3,0167","},",,,,,"42,93542418","656,6161735829"
"{ lat: ","16,7667",", lng:","-3,0167","},",,,,,"36,6930980441","513,1376995979"
"{ lat: ","16,27167",", lng:","-0,04472","},",,,,,"67,8286127102","404,726798024"
"{ lat: ","18,45",", lng:","2,49","},",,,,,"19,9434840913","819,3232371093"
"{ lat: ","14,68",", lng:","-6,016","},",,,,,"36,6930980441","513,1376995979"
"{ lat: ","16,27167",", lng:","-0,04472","},",,,,,"85,6606301821","473,1422342806"
"{ lat: ","19,46949",", lng:","0,85599","},",,,,,"5,6906236765","937,6880757396"
"{ lat: ","12,59969",", lng:","-8,01387","},",,,,,"32,5357621843","408,2671965643"
"{ lat: ","15,9182",", lng:","2,4022","},",,,,,"38,47116521","690,3505533461"
"{ lat: ","16,4167",", lng:","-3,6667","},",,,,,"4,7415620559","788,0384694026"
"{ lat: ","12,3917",", lng:","-5,4642","},",,,,,"62,4923896374","1493,7005922504"
"{ lat: ","18,1194",", lng:","-16,0406","},",,,,,"62,4923896374","1493,7005922504"
"{ lat: ","18,1194",", lng:","-16,0406","},",,,,,"286,5440755867","1281,3387889629"
"{ lat: ","27,1418",", lng:","-13,18797","},",,,,,"453,7126981679","791,8935312793"
"{ lat: ","31,51472",", lng:","-5,53278","},",,,,,"626,8745441714","704,6398331844"
"{ lat: ","35,25165",", lng:","-3,93723","},",,,,,"286,5440755867","1281,3387889629"
"{ lat: ","27,1418",", lng:","-13,18797","},",,,,,"622,7317025214","776,8162141773"
"{ lat: ","35,16878",", lng:","-5,2636","},",,,,,"546,5586019712","913,6704949187"
"{ lat: ","33,59278",", lng:","-7,61916","},",,,,,"566,3953908332","866,7355561812"
"{ lat: ","34,01325",", lng:","-6,83255","},",,,,,"566,3953908332","866,7355561812"
"{ lat: ","34,01325",", lng:","-6,83255","},",,,,,"626,8745441714","704,6398331844"
"{ lat: ","35,25165",", lng:","-3,93723","},",,,,,"622,9143835364","700,9331912967"
"{ lat: ","35,17244",", lng:","-3,86732","},",,,,,"582,0700129864","311,9722820496"
"{ lat: ","-13,91194",", lng:","40,27056","},",,,,,"958,021177478","105,1194383702"
"{ lat: ","-20,73773",", lng:","32,8606","},",,,,,"693,2408422893","123,6903670361"
"{ lat: ","-16,11528",", lng:","33,72944","},",,,,,"903,4705705081","149,5992471549"
"{ lat: ","-19,8436",", lng:","34,8389","},",,,,,"823,3724470782","134,5912546568"
"{ lat: ","-18,48028",", lng:","34,20917","},",,,,,"789,2046918679","203,9320263539"
"{ lat: ","-17,8786",", lng:","36,8883","},",,,,,"725,6578474247","135,5519301774"
"{ lat: ","-16,72385",", lng:","34,2505","},",,,,,"957,8589962963","98,9523007597"
"{ lat: ","-20,73511",", lng:","32,5553","},",,,,,"1071,6559872948","31,2597606508"
"{ lat: ","-22,52197",", lng:","17,01678","},",,,,,"1354,0550631907","20,0213551355"
"{ lat: ","-26,5833",", lng:","18,1333","},",,,,,"9,6460732367","99,9564626345"
"{ lat: ","13,32",", lng:","12,61","},",,,,,"10,9283983624","419,7508869661"
"{ lat: ","13,52",", lng:","2,12","},",,,,,"10,6648148705","95,3548909345"
"{ lat: ","13,47989",", lng:","12,84284","},",,,,,"10,6648148705","95,3548909345"
"{ lat: ","13,47989",", lng:","12,84284","},",,,,,"10,9283983624","419,7508869661"
"{ lat: ","13,52",", lng:","2,12","},",,,,,"10,9283983624","419,7508869661"
"{ lat: ","13,52",", lng:","2,12","},",,,,,"9,9529069889","96,4725266261"
"{ lat: ","13,36901",", lng:","12,78578","},",,,,,"2,6642492494","89,2562556989"
"{ lat: ","11,84644",", lng:","13,16027","},",,,,,"1,5855413595","85,6693318789"
"{ lat: ","11,47337",", lng:","13,35205","},",,,,,"1,4459649184","87,8811170335"
"{ lat: ","11,41667",", lng:","13,23333","},",,,,,"1,5687131998","85,0912691651"
"{ lat: ","11,46667",", lng:","13,38333","},",,,,,"1,1789894674","90,7159649019"
"{ lat: ","11,3",", lng:","13,08333","},",,,,,"1,4459649184","87,2571374029"
"{ lat: ","11,41667",", lng:","13,26667","},",,,,,"2,0783340037","84,3916517051"
"{ lat: ","11,65583",", lng:","13,42133","},",,,,,"1,4863092014","88,5071316187"
"{ lat: ","11,43333",", lng:","13,2","},",,,,,"1,6921399939","85,8471348785"
"{ lat: ","11,51501",", lng:","13,34245","},",,,,,"1,4459649184","85,3989068239"
"{ lat: ","11,41667",", lng:","13,36667","},",,,,,"1,2788379747","227,2403360335"
"{ lat: ","9,08333",", lng:","7,53333","},",,,,,"0,4518566234","80,6013039293"
"{ lat: ","10,88639",", lng:","13,63","},",,,,,"22,6715697617","280,1691099682"
"{ lat: ","5,45272",", lng:","5,86957","},",,,,,"13,8108647733","369,5968913121"
"{ lat: ","6,49789",", lng:","3,38292","},",,,,,"0,4518566234","80,6013039293"
"{ lat: ","10,88639",", lng:","13,63","},",,,,,"0,8601687225","78,0199968899"
"{ lat: ","11,14164",", lng:","13,77493","},",,,,,"22,3810097126","242,6557924931"
"{ lat: ","5,48333",", lng:","7,03041","},",,,,,"9,505214655","98,1312708056"
"{ lat: ","13,29724",", lng:","12,7017","},",,,,,"8,3147038199","102,2649395588"
"{ lat: ","13,09771",", lng:","12,49521","},",,,,,"9,9529069889","96,4725266261"
"{ lat: ","13,36901",", lng:","12,78578","},",,,,,"23,0868447708","285,1117653192"
"{ lat: ","5,40931",", lng:","5,72257","},",,,,,"1,072908186","84,4772915344"
"{ lat: ","11,25",", lng:","13,41667","},",,,,,"1,1123980262","112,5908358058"
"{ lat: ","11,26889",", lng:","11,99694","},",,,,,"17,0919171086","245,305539249"
"{ lat: ","6,07995",", lng:","6,94559","},",,,,,"29,5584374328","243,1860254199"
"{ lat: ","4,77742",", lng:","7,0134","},",,,,,"9,7561448905","84,4352012983"
"{ lat: ","13,33767",", lng:","13,41896","},",,,,,"11,5784544958","87,2999251272"
"{ lat: ","13,6169",", lng:","13,26438","},",,,,,"2,6642492494","89,2562556989"
"{ lat: ","11,84644",", lng:","13,16027","},",,,,,"6,0734783844","80,9982521147"
"{ lat: ","12,67863",", lng:","13,60792","},",,,,,"1,2788379747","227,2403360335"
"{ lat: ","9,08333",", lng:","7,53333","},",,,,,"2,6642492494","89,2562556989"
"{ lat: ","11,84644",", lng:","13,16027","},",,,,,"0,0637649291","248,7207472795"
"{ lat: ","9,96167",", lng:","6,83694","},",,,,,"21,3372597942","275,8028415837"
"{ lat: ","5,59496",", lng:","6,00051","},",,,,,"19,0748569687","270,7753478297"
"{ lat: ","5,84671",", lng:","6,15257","},",,,,,"0,5587819431","109,3660596977"
"{ lat: ","9,46667",", lng:","12,15","},",,,,,"7,9885775801","350,1177209742"
"{ lat: ","7,38778",", lng:","3,89639","},",,,,,"0,5587819431","109,3660596977"
"{ lat: ","9,46667",", lng:","12,15","},",,,,,"1,861006678","100,4904577966"
"{ lat: ","8,85",", lng:","12,58333","},",,,,,"2,6642492494","89,2562556989"
"{ lat: ","11,84644",", lng:","13,16027","},",,,,,"0,5351173932","259,9525121855"
"{ lat: ","9,48267",", lng:","6,48478","},",,,,,"21,9869759494","275,3722161081"
"{ lat: ","5,52516",", lng:","6,01348","},",,,,,"23,1710066841","273,6256188242"
"{ lat: ","5,40056",", lng:","6,06619","},",,,,,"19,9979538786","276,8417752021"
"{ lat: ","5,74228",", lng:","5,96926","},",,,,,"5,8169103743","251,692288185"
"{ lat: ","7,80236",", lng:","6,74301","},",,,,,"34,6342511847","261,6954226563"
"{ lat: ","4,3291",", lng:","6,43082","},",,,,,"23,0600413402","271,2082939034"
"{ lat: ","5,4121",", lng:","6,13942","},",,,,,"23,8227668684","270,3115085081"
"{ lat: ","5,33333",", lng:","6,16667","},",,,,,"20,9842525569","267,5783698556"
"{ lat: ","5,63333",", lng:","6,25","},",,,,,"22,3192673587","275,5730442596"
"{ lat: ","5,48986",", lng:","6,00743","},",,,,,"27,1393818813","214,7069771269"
"{ lat: ","5,00464",", lng:","7,95494","},",,,,,"7,3399424414","81,8526039964"
"{ lat: ","12,92342",", lng:","13,56058","},",,,,,"14,2025508657","370,5106382621"
"{ lat: ","6,44556",", lng:","3,35917","},",,,,,"23,6514649861","292,4179650542"
"{ lat: ","5,35091",", lng:","5,50759","},",,,,,"0,8870867236","97,0272850853"
"{ lat: ","11,15604",", lng:","12,75758","},",,,,,"27,1393818813","214,7069771269"
"{ lat: ","5,00464",", lng:","7,95494","},",,,,,"9,4249786792","83,2078353595"
"{ lat: ","13,2842",", lng:","13,48599","},",,,,,"14,2250207641","228,179843038"
"{ lat: ","6,44258",", lng:","7,5022","},",,,,,"0,4518566234","80,6013039293"
"{ lat: ","10,88639",", lng:","13,63","},",,,,,"3,2752776389","75,539788968"
"{ lat: ","12,02396",", lng:","13,91646","},",,,,,"3,2752776389","75,539788968"
"{ lat: ","12,02396",", lng:","13,91646","},",,,,,"1,2788379747","227,2403360335"
"{ lat: ","9,08333",", lng:","7,53333","},",,,,,"3,2752776389","75,539788968"
"{ lat: ","12,02396",", lng:","13,91646","},",,,,,"5,8169103743","251,692288185"
"{ lat: ","7,80236",", lng:","6,74301","},",,,,,"22,6715697617","280,1691099682"
"{ lat: ","5,45272",", lng:","5,86957","},",,,,,"0,4215941445","82,6090647227"
"{ lat: ","10,86349",", lng:","13,51887","},",,,,,"9,0484080332","170,6263693844"
"{ lat: ","7,20613",", lng:","9,54542","},",,,,,"12,5799121496","180,5328918513"
"{ lat: ","6,66737",", lng:","9,17157","},",,,,,"13,7599242356","317,6918708792"
"{ lat: ","6,50475",", lng:","4,78391","},",,,,,"8,7308005747","301,2860310994"
"{ lat: ","13,16898",", lng:","5,25023","},",,,,,"13,1041624264","371,3461152807"
"{ lat: ","6,59422",", lng:","3,33748","},",,,,,"5,8169103743","251,692288185"
"{ lat: ","7,80236",", lng:","6,74301","},",,,,,"2,6642492494","89,2562556989"
"{ lat: ","11,84644",", lng:","13,16027","},",,,,,"2,6642492494","89,2562556989"
"{ lat: ","11,84644",", lng:","13,16027","},",,,,,"29,5584374328","243,1860254199"
"{ lat: ","4,77742",", lng:","7,0134","},",,,,,"0,3979807889","204,7137959872"
"{ lat: ","9,58333",", lng:","8,3","},",,,,,"20,1215689569","254,9078200227"
"{ lat: ","5,72848",", lng:","6,64199","},",,,,,"26,6943464758","216,0674476937"
"{ lat: ","5,04753",", lng:","7,90859","},",,,,,"4,2797795813","66,1846175517"
"{ lat: ","12,28295",", lng:","14,47243","},",,,,,"22,3192673587","275,5730442596"
"{ lat: ","5,48986",", lng:","6,00743","},",,,,,"0,145052196","201,8622314082"
"{ lat: ","9,83333",", lng:","8,4","},",,,,,"1,2788379747","227,2403360335"
"{ lat: ","9,08333",", lng:","7,53333","},",,,,,"7,5827931174","253,227480263"
"{ lat: ","7,4605",", lng:","6,6947","},",,,,,"13,1041624264","371,3461152807"
